0.000000000000000	-0.086789976482842	-0.000032658437364
0.018561873318993	-0.086789976479836	-0.000032666425875
100.018561873318987	-0.086789932042846	-0.000075703586579
102.593549643265575	-0.086789930613800	-0.000076811787766
202.593549643265590	-0.086789864323687	-0.000119848911363
219.872020292184914	-0.086789850700874	-0.000127285063654
319.872020292184914	-0.086789759343836	-0.000170322130999
409.624713659508188	-0.086789659158418	-0.000208949007756
509.624713659508188	-0.086789527343347	-0.000251985953523
609.624713659508188	-0.086789374148938	-0.000295022819676
726.950948842820026	-0.086789167211915	-0.000345516238915
863.095809509283868	-0.086788890263586	-0.000404108408340
1028.920470986905229	-0.086788499483102	-0.000475473470472
1223.885848983806682	-0.086787965008152	-0.000559379188868
1491.911089152284603	-0.086787097797248	-0.000674726127882
1919.483297051063118	-0.086785397035625	-0.000858732648505
2407.015867898088345	-0.086782981748148	-0.001068538078222
2982.417359560106888	-0.086779478554453	-0.001316148472805
3664.560920812607492	-0.086774410244751	-0.001609677992501
4445.441703136772048	-0.086767389516616	-0.001945670783927
5325.234880231259922	-0.086757920861749	-0.002324186531661
6305.967522329093299	-0.086745419558681	-0.002746075665989
7402.982537390935249	-0.086729005169943	-0.003217907441055
8618.297159495146843	-0.086707824248592	-0.003740506250054
9962.566801505399781	-0.086680728016697	-0.004318395116993
11455.865665370680290	-0.086646112230927	-0.004960120436501
13115.366067791963360	-0.086602070478805	-0.005672943467178
14979.808811111404793	-0.086545594703187	-0.006473331199639
17113.003494033451716	-0.086471905167160	-0.007388401408365
19681.652819480183098	-0.086370335073503	-0.008489150414044
22850.848092146054114	-0.086225712174602	-0.009845319760584
25433.998534321959596	-0.086092080551774	-0.010948911162296
27992.570828004536452	-0.085945797443168	-0.012040220369633
30468.237898850613419	-0.085791086642925	-0.013094314093827
32902.788103931125079	-0.085626338322052	-0.014128967077206
35319.123431503467145	-0.085450485103272	-0.015153833174664
37727.384721539136081	-0.085263015131101	-0.016173100275799
40131.332830802712124	-0.085063756613677	-0.017188231901296
42529.338239600969246	-0.084852950427072	-0.018198411074544
44915.159884205379058	-0.084631311145556	-0.019200894770674
47271.478818904171931	-0.084400788709131	-0.020188335381082
49555.861430527918856	-0.084166305898879	-0.021142991594996
51616.513819056301145	-0.083945524557511	-0.022001818346190
53689.393335149688937	-0.083714592560785	-0.022863416157484
57842.336042058333987	-0.083225350118069	-0.024582217670830
61117.833434954896802	-0.082814576923200	-0.025930529203639
64303.276634095578629	-0.082394148465517	-0.027235197024913
67430.527167732245289	-0.081961408998500	-0.028509407273112
70570.150373524738825	-0.081507138246097	-0.029781747061612
73758.664236537180841	-0.081025582369584	-0.031066495306978
77023.023619444400538	-0.080511597315832	-0.032373740484168
80392.442950276352349	-0.079958955855778	-0.033714141605092
83907.394257381776697	-0.079358669292890	-0.035102384545227
86109.140596988858306	-0.078970366171288	-0.035966558325545
89042.843669864480034	-0.078438361328429	-0.037111331333725
92306.946745315231965	-0.077826945868901	-0.038375776689231
96405.441451999271521	-0.077030396969285	-0.039949151505201
100306.198741510350374	-0.076242737858601	-0.041431281265031
104199.299028269844712	-0.075428197871536	-0.042895027892260
107743.047177093307255	-0.074662317079199	-0.044213523327414
111071.070990334774251	-0.073922073435614	-0.045439318631881
